"index","Login Timestamp","User ID","Round-Trip Time [ms]","IP Address","Country","Region","City","ASN","User Agent String","Browser Name and Version","OS Name and Version","Device Type","Login Successful","Is Attack IP","Is Account Takeover"
"1568481","2020-02-24 09:21:18.695","-8449022806218555515","648.0","10.0.55.224","NO","Oslo County","Oslo","29695","Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.138 Mobile Safari/537.36 PHX/5.3","Chrome Mobile 81.0.4044","Android 6.0.99","mobile","True","False","False"
"1568482","2020-02-24 09:21:19.357","6575223080192438083","","92.221.194.221","NO","Vestland","Bergen","29695","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.0 Safari/537.36 Edg/81.0.416.0","Edge 81.0.416","Mac OS X 10.14.6","desktop","True","False","False"
"1568483","2020-02-24 09:21:19.534","-6344853620246215143","","10.2.81.38","NO","Oslo County","Oslo","500041","Mozilla/5.0  (X11; CrOS armv7l 5978.98.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36 variation/965","Chrome 73.0.3654","Chrome OS 5978.98.0","desktop","True","False","False"
"1568484","2020-02-24 09:21:19.787","8928953098418195286","","209.236.123.200","US","-","-","393398","Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1946.138 Mobile Safari/537.36 PHX/6.2","Chrome Mobile 81.0.4044.1946","iOS 11.2.6","mobile","False","True","False"
"1568485","2020-02-24 09:21:20.214","-4324475583306591935","","37.191.170.148","NO","Oslo County","Oslo","57963","Mozilla/5.0  (X11; CrOS armv7l 5978.98.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/69.0.3497.17.19.81 Safari/537.36","Chrome 69.0.3497.17.19","Chrome OS 5978.98.0","desktop","False","False","False"
"1568486","2020-02-24 09:21:20.875","-6480687318808609881","","10.2.81.50","NO","Vestland","Byrknes","500041","Mozilla/5.0  (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36 variation/8336","Chrome 73.0.3654","Mac OS X 10.14.6","desktop","True","False","False"
"1568487","2020-02-24 09:21:21.215","-7068301892957486881","","185.125.170.92","NO","Viken","Kongsberg","56655","Mozilla/5.0 (iPhone; CPU iPhone OS 12_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [TNMOBILE/iOS 2.13.0]","Mobile Safari UI/WKWebView ","iOS 12.5","mobile","False","False","False"
"1568488","2020-02-24 09:21:21.431","-4324475583306591935","","95.215.232.64","PL","Łódź Voivodeship","Biala","199846","Mozilla/5.0  (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36 variation/8336","Chrome 73.0.3654","Mac OS X 10.14.6","desktop","False","False","False"
"1568489","2020-02-24 09:21:21.616","-1964143008058404680","","10.1.39.89","NO","-","-","500036","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.202.74 Safari/537.36","Chrome 79.0.3945.192.202","Mac OS X 10.14.6","desktop","True","False","False"
"1568490","2020-02-24 09:21:22.293","-7471068317531882369","","77.37.127.215","NO","Troms og Finnmark","Bjornevatn","207464","Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298","Opera Mobile 52.1.2254","Android 13.0","mobile","True","False","False"
"1568491","2020-02-24 09:21:24.478","1970624284618326720","","158.149.18.104","NO","-","-","29492","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36","Chrome 69.0.3497.17.19","Mac OS X 10.14.6","desktop","True","False","False"
"1568492","2020-02-24 09:21:24.583","-4324475583306591935","","185.6.148.178","LB","-","-","41956","Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1934.114 Mobile Safari/537.36","Chrome Mobile 81.0.4044.1934","iOS 11.2.6","mobile","False","False","False"
"1568493","2020-02-24 09:21:24.884","-242674583146176259","","103.37.80.62","IN","Uttarakhand","Dehradun","133278","Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.111 Mobile Safari/537.36 PHX/5.8 variation/96938","Chrome Mobile 81.0.4044","Android 6.0.99","mobile","False","False","False"
"1568494","2020-02-24 09:21:26.136","-4453120879085022031","","82.147.43.155","NO","Innlandet","Ottestad","29492","Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.117 Mobile Safari/537.36","Chrome Mobile 81.0.4044","iOS 11.2.6","mobile","True","False","False"
"1568495","2020-02-24 09:21:26.676","-4324475583306591935","","5.252.99.187","TR","-","-","203576","Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1934.138 Mobile Safari/537.36 PHX/5.2","Chrome Mobile 81.0.4044.1934","Android 6.0.99","mobile","False","False","False"
"1568496","2020-02-24 09:21:27.096","4173245471365427422","","78.91.72.235","NO","-","-","224","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36","Chrome 69.0.3497.17.19","Mac OS X 10.14.6","desktop","True","False","False"
"1568497","2020-02-24 09:21:28.387","4408411966149661630","","185.124.54.238","NO","Troms og Finnmark","Hammerfest","200665","Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) forge AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.117 Mobile Safari/537.36 variation/152080","Chrome Mobile 81.0.4044","iOS 11.2.6","mobile","False","False","False"
"1568498","2020-02-24 09:21:29.277","-4324475583306591935","","95.164.131.244","US","Wyoming","Cheyenne","54903","Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1943.138 Mobile Safari/537.36 PHX/5.4","Chrome Mobile 81.0.4044.1943","iOS 11.2.6","mobile","False","False","False"
"1568499","2020-02-24 09:21:29.479","-8891490300713439610","","45.144.247.135","US","Texas","Dallas","398986","Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) power AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.62 Mobile Safari/537.36","Chrome Mobile 81.0.4044","iOS 13.4","mobile","True","False","False"
"1568500","2020-02-24 09:21:30.101","-7333188222627951079","524.0","37.191.187.37","NO","Oslo County","Oslo","57963","Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298","Opera Mobile 52.1.2254","Android 13.0","mobile","True","False","False"
"1568501","2020-02-24 09:21:30.364","-4324475583306591935","","103.250.157.82","IN","Gujarat","Godhra","45916","Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1934.138 Mobile Safari/537.36 PHX/6.4","Chrome Mobile 81.0.4044.1934","Android 6.0.99","mobile","False","True","False"
"1568502","2020-02-24 09:21:31.059","4566327205574403064","","51.175.200.23","NO","Oslo County","Oslo","29695","Mozilla/5.0  (X11; CrOS aarch64 11316.123.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36 variation/137","Chrome 73.0.3654","Chrome OS 11316.123.0","desktop","True","False","False"
"1568503","2020-02-24 09:21:31.507","-2435370557227513705","","92.221.224.205","NO","Viken","Drammen","29695","Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.117 Mobile Safari/537.36","Chrome Mobile 81.0.4044","iOS 11.2.6","mobile","False","False","False"
"1568504","2020-02-24 09:21:31.755","-7019623784436042222","","80.203.227.233","NO","Oslo County","Oslo","15659","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.202.74 Safari/537.36","Chrome 79.0.3945.192.202","Mac OS X 10.14.6","desktop","True","False","False"
"1568505","2020-02-24 09:21:32.706","-458385230598200702","","81.166.141.125","NO","Rogaland","Stavanger","29695","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.202.74 Safari/537.36","Chrome 79.0.3945.192.202","Mac OS X 10.14.6","desktop","True","False","False"
"1568506","2020-02-24 09:21:33.534","6748600626483418195","","10.0.70.16","NO","Trøndelag","Harran","29695","Mozilla/5.0 (Linux; Android 10.0.99; H30-U10) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.96 Mobile Safari/537.36 variation/10596","Chrome Mobile 81.0.4044","Android 10.0.99","mobile","True","False","False"
"1568507","2020-02-24 09:21:34.269","-4324475583306591935","","95.164.131.160","US","Wyoming","Cheyenne","54903","Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.138 Mobile Safari/537.36 PHX/5.4 variation/151024","Chrome Mobile 81.0.4044","iOS 11.2.6","mobile","False","False","False"
"1568508","2020-02-24 09:21:34.726","-4324475583306591935","","187.62.26.130","BR","Parana","Londrina","22689","Mozilla/5.0  (iPad; CPU OS 8_2 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1","Android 2.3.6","iOS 8.2","mobile","False","False","False"
"1568509","2020-02-24 09:21:36.302","-4324475583306591935","","46.212.197.129","NO","Viken","Skjetten","41164","Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298","Opera Mobile 52.1.2254","Android 13.0","mobile","False","False","False"
"1568510","2020-02-24 09:21:36.422","-5420326490100186463","","109.74.184.235","NO","Oslo County","Oslo","8478","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36","Chrome 69.0.3497.17.19","Mac OS X 10.14.6","desktop","True","False","False"
"1568511","2020-02-24 09:21:37.762","5496292383016337418","","77.106.152.253","NO","Innlandet","Hamar","29492","Mozilla/5.0  (iPhone; CPU iPhone OS 9_3_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.138 Mobile Safari/537.36 PHX/6.0","Chrome Mobile 81.0.4044","iOS 9.3.4","mobile","True","False","False"
"1568512","2020-02-24 09:21:37.976","-4324475583306591935","","139.164.88.142","NO","-","-","29695","Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298","Opera Mobile 52.1.2254","Android 13.0","mobile","False","False","False"
"1568513","2020-02-24 09:21:38.739","-528048045481636138","","170.39.78.110","US","-","-","393398","Mozilla/5.0  (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; https://github.com/das-group/rba-dataset; IEMobile/11.0; Microsoft; Lumia 430 Dual SIM) play AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1949.96 Mobile Safari/537.36","Chrome Mobile 81.0.4044.1949","Windows Phone 8.1","mobile","False","False","False"
"1568514","2020-02-24 09:21:39.475","-4324475583306591935","","109.247.93.212","NO","Vestland","Klokkarvik","29695","Mozilla/5.0  (Linux; U; Android 2.2) AppleWebKit/537.36 (KHTML, like Gecko SalamWeb/4.6.0.45 Chrome/81.0.4044.95 Mobile Safari/537.36","Chrome Mobile 81.0.4044","Android 2.2","mobile","False","False","False"
"1568515","2020-02-24 09:21:40.034","-3786816370146596028","","209.236.123.22","US","-","-","393398","Mozilla/5.0  (Linux; U; Android 2.2) Build/NCQ26.69-46-5-4; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36","Chrome Mobile WebView 85.0.4183","Android 2.2","mobile","True","True","False"
"1568516","2020-02-24 09:21:41.501","-4788660079836526024","","91.193.3.61","NO","-","-","49788","Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298","Opera Mobile 52.1.2254","Android 13.0","mobile","True","False","False"
"1568517","2020-02-24 09:21:43.385","-4324475583306591935","","109.74.184.235","NO","Oslo County","Oslo","8478","Mozilla/5.0  (X11; CrOS armv7l 12105.100.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36 variation/156","Chrome 73.0.3654","Chrome OS 12105.100.0","desktop","False","False","False"
"1568518","2020-02-24 09:21:44.767","-4324475583306591935","","141.0.102.14","NO","-","-","29695","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4202.0 Safari/537.36","Chrome 86.0.4202","Mac OS X 10.14.6","desktop","False","False","False"
"1568519","2020-02-24 09:21:45.917","-7066975324292742634","","91.184.180.126","DE","Rheinland-Pfalz","Kottenheim","9063","Mozilla/5.0  (Linux; U; Android 2.2) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1946.138 Mobile Safari/537.36 PHX/5.3","Chrome Mobile 81.0.4044.1946","Android 2.2","mobile","True","False","False"
"1568520","2020-02-24 09:21:46.060","2942577519283902321","","152.93.240.179","NO","-","-","29695","Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298","Opera Mobile 52.1.2254","Android 13.0","mobile","True","False","False"
"1568521","2020-02-24 09:21:47.330","-4324475583306591935","","185.6.148.178","LB","-","-","41956","Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20100101 Firefox/20.0.0.1618","Firefox 20.0.0.1618","iOS 11.2.6","mobile","False","False","False"
"1568522","2020-02-24 09:21:47.491","-595603618491593619","","10.0.76.200","NO","-","-","29695","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36","Chrome 69.0.3497.17.19","Mac OS X 10.14.6","desktop","True","False","False"
"1568523","2020-02-24 09:21:49.146","4106992435903077033","","199.26.84.57","US","-","-","393398","Mozilla/5.0  (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.67.76 Safari/537.36","Chrome 72.0.3626.67","Chromecast 1.52.251747","desktop","True","False","False"
"1568524","2020-02-24 09:21:49.927","-2133875470143435753","","194.36.189.212","AU","-","-","60117","Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20150101 Firefox/20.0.0.1771 (Chrome variation/195747","Firefox 20.0.0.1771","iOS 11.2.6","mobile","True","False","False"
"1568525","2020-02-24 09:21:52.887","-4947472428137955131","","51.175.94.229","NO","Viken","Lorenskog","29695","Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/277457","Android 2.3.3.2672","iOS 7.1","mobile","True","False","False"
"1568526","2020-02-24 09:21:53.036","4141596069320596222","","51.174.82.74","NO","Rogaland","Sandnes","29695","Mozilla/5.0  (Linux; Android 7.1.2; AFTMM Build/NS6265; wv) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/71.0.3578.141 Mobile Safari/537.36 XiaoMi/MiuiBrowser/12.6.5-go","MiuiBrowser 12.6.5","Android 7.1.2","tablet","True","False","False"
"1568527","2020-02-24 09:21:53.282","273018073585430010","","81.166.25.146","NO","Vestfold og Telemark","Sandefjord","29695","Mozilla/5.0  (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36 variation/9680","Chrome 73.0.3654","Mac OS X 10.8.4","desktop","True","False","False"
"1568528","2020-02-24 09:21:53.363","-4324475583306591935","","141.0.118.38","NO","Vestfold og Telemark","Sandefjord","29695","Mozilla/5.0  (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36 variation/8336","Chrome 73.0.3654","Mac OS X 10.14.6","desktop","False","False","False"
"1568529","2020-02-24 09:21:54.334","-4324475583306591935","","177.136.80.240","BR","-","-","262589","Mozilla/5.0  (X11; CrOS x86_64 13505.73.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.81 Safari/537.36","Chrome 72.0.3626","Chrome OS 13505.73.0","desktop","False","False","False"
"1568530","2020-02-24 09:21:58.113","-2823423689344745852","","38.135.39.233","US","-","-","393398","Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.91 Mobile Safari/537.36,gzip(gfe,gzip(gfe","Chrome Mobile 81.0.4044","Android 4.1","mobile","True","True","False"
"1568531","2020-02-24 09:21:58.501","-2202181509328749836","","80.203.143.96","NO","Viken","Eiksmarka","15659","Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/277457","Android 2.3.3.2672","iOS 7.1","mobile","True","False","False"
"1568532","2020-02-24 09:21:59.629","-4324475583306591935","","82.194.210.70","NO","Trøndelag","Trondheim","41164","Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Plus Build/NPS26.116-51; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/80.0.3987.99 Mobile Safari/537.36","Chrome Mobile WebView 80.0.3987","iOS 11.2.6","mobile","False","False","False"
"1568533","2020-02-24 09:22:00.633","8786151726964029337","","84.209.94.83","NO","Trøndelag","Hommelvik","41164","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.19.92 Safari/537.36","Chrome 69.0.3497.17.19","Mac OS X 10.14.6","desktop","True","False","False"
"1568534","2020-02-24 09:22:01.240","-4761820618880504646","","10.1.29.94","NO","-","-","50989","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4323.2 Safari/537.36","Chrome 88.0.4323","Mac OS X 10.14.6","desktop","False","False","False"
"1568535","2020-02-24 09:22:01.738","-2133875470143435753","","193.227.122.91","AU","-","-","60117","Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20150101 Firefox/20.0.0.1771 (Chrome variation/195747","Firefox 20.0.0.1771","iOS 11.2.6","mobile","False","False","False"
"1568536","2020-02-24 09:22:02.512","-4324475583306591935","","38.135.39.19","US","-","-","393398","Mozilla/5.0  (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/66.0.3450.1091.0 Iron Safari/537.36 variation/274111","Iron 66.0.3450.1091","iOS 14.2.1","mobile","False","True","False"
"1568537","2020-02-24 09:22:04.201","-3272024184429448491","","81.167.55.49","NO","Vestfold og Telemark","Revetal","29695","Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.138 Mobile Safari/537.36 OPT/2.6 variation/213018","Chrome Mobile 81.0.4044","iOS 13.4","mobile","True","False","False"
